ms,cci,title,fund,category_of_region,year,dimension_type,dimension_code,dimension_title,eu_cofinancing_rate,total_eligible_costs_selected_fin_data,eu_eligible_costs_selected_fin_data_notional,total_elig_expenditure_declared_fin_data,eu_elig_expenditure_declared_fin_data_notional,reference_date
ES,2014ES16RFOP016,La Rioja  - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,5493011.89,2746505.95,4982393.73,2491196.87,2021-12-31T00:00:00.000
ES,2014ES16RFOP008,Cantabria  - ERDF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,16791530,8395765,16791530,8395765,2019-12-31T00:00:00.000
FR,2014FR16M2OP012,Mayotte - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,56.93233114,0,0,0,0,2017-12-31T00:00:00.000
IT,2014IT16M2OP003,Legality - IT - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999945,30425724,22819293,0,0,2017-12-31T00:00:00.000
FR,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.61051205,111491616.68,41251898.17,59298255.32,21940354.47,2020-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,Transition,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
IT,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999993,157542213.41,118156660.06,0,0,2016-12-31T00:00:00.000
IT,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,24515309.17,18386481.88,0,0,2017-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,2967993.7,1483996.85,1119153.47,559576.74,2016-12-31T00:00:00.000
IT,2014IT16RFOP007,Campania - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,74.99999992,278379229.76,208784422.32,60460864.04,45345648.03,2019-12-31T00:00:00.000
PT,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999486,23593877,20054795.45,14616296.74,12423852.23,2021-12-31T00:00:00.000
IE,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2022-12-31T00:00:00.000
SE,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,75750070,37875035,12722092,6361046,2017-12-31T00:00:00.000
LT,2014LT16MAOP001,EU Structural Funds Investments - LT - ERDF/ESF/CF/YEI,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999972,4511201,3834520.85,1843950.02,1567357.52,2016-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999928,39327143.1,31461714.48,3111304.3,2489043.44,2017-12-31T00:00:00.000
PT,2014PT16M2OP001,Norte - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999987,1153973.18,980877.2,19989.51,16991.08,2016-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,105112663,52556331.5,59670642,29835321,2020-12-31T00:00:00.000
FR,2014FR16M2OP006,Limousin - ERDF/ESF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,59.99999901,129050138.25,77430082.95,109587466.93,65752480.16,2022-12-31T00:00:00.000
ES,2014ES16RFOP012,Ceuta  - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,1999599.3,1599679.44,1999599.3,1599679.44,2022-12-31T00:00:00.000
GR,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999752,6414886.75,5131909.4,2418887.5,1935110,2016-12-31T00:00:00.000
SE,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,37740542,18870271,298510,149255,2016-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999937,67226570.37,53781256.3,52048702.49,41638961.99,2022-12-31T00:00:00.000
PL,2014PL16M2OP003,Lubelskie Voivodeship - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999955,85981478.99,73084257.14,80622041.5,68528735.28,2021-12-31T00:00:00.000
IT,2014IT16RFOP021,Veneto - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,40000000,20000000,0,0,2017-12-31T00:00:00.000
HU,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999987,253324790.96,215326072.32,2830228.88,2405694.55,2016-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999985,678519457.7,576741539.05,256781161.7,218263987.45,2019-12-31T00:00:00.000
MT,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,Transition,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,38500000,30800000,19594325,15675460,2018-12-31T00:00:00.000
IT,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,75.00000007,48860290,36645217.5,0,0,2016-12-31T00:00:00.000
FR,2014FR16RFOP007,Réunion – ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,39493962.49,31595169.99,146340,117072,2018-12-31T00:00:00.000
SE,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,9780983,4890491.5,5342916,2671458,2021-12-31T00:00:00.000
FR,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.04999992,1925523,596912.13,0,0,2016-12-31T00:00:00.000
IT,2014IT16RFOP017,Toscana - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,50075172.4,25037586.2,21101586.5,10550793.25,2021-12-31T00:00:00.000
IT,2014IT16RFOP004,Abruzzo - ERDF,ERDF,Transition,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,26000524.71,13000262.36,12378214.12,6189107.06,2021-12-31T00:00:00.000
UK,2014UK16RFOP001,England - ERDF,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,80,25818600,20654880,1797169,1437735.2,2017-12-31T00:00:00.000
PT,2014PT16M2OP002,Centro - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999834,29600775.64,25160659.29,20172446.14,17146579.22,2021-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.9999972,12873851.85,10299081.48,7583150.26,6066520.21,2021-12-31T00:00:00.000
FR,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.35607172,168048403.06,52095004.95,84996561.52,26348934.07,2020-12-31T00:00:00.000
CY,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999875,61210921.68,52029283.43,16096363.43,13681908.92,2019-12-31T00:00:00.000
LV,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999998,185029203.12,157274822.65,86883908.3,73851322.06,2020-12-31T00:00:00.000
PL,2014PL16M2OP014,Warmińsko-Mazurskie Voivodeship - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999989,82875448.5,70444131.23,37299054.13,31704196.01,2020-12-31T00:00:00.000
ES,2014ES16RFOP010,Castilla-La Mancha  - ERDF,ERDF,Transition,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999953,,,,,2016-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,2688672.1,1344336.05,0,0,2017-12-31T00:00:00.000
SE,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,19177752,9588876,8921321,4460660.5,2018-12-31T00:00:00.000
IT,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,73.8759513,47082798,34841270.52,0,0,2018-12-31T00:00:00.000
IT,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,27802379.1,13901189.55,22325090.79,11162545.4,2022-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999985,509340737.3,432939626.71,138233540.82,117498509.7,2018-12-31T00:00:00.000
LV,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999998,152584253,129696615.05,20615526.23,17523197.3,2018-12-31T00:00:00.000
IT,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,75,17800515,13350386.25,0,0,2016-12-31T00:00:00.000
PL,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999939,61519822.86,52291849.43,31473009.91,26752058.42,2020-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999928,28192051.67,22553641.34,425732.56,340586.05,2016-12-31T00:00:00.000
FR,2014FR16M0OP014,Bourgogne - ERDF/ESF/YEI,ERDF,More developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.35607172,169164928.76,52441127.92,152831351.54,47377718.98,2022-12-31T00:00:00.000
PT,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998757,6010455.59,5108887.25,2822659.44,2399260.52,2018-12-31T00:00:00.000
FR,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Less developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,31.04999992,14607482.21,4528319.49,907867.41,281438.9,2017-12-31T00:00:00.000
HR,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999891,364186508.48,309558532.21,47402080.24,40291768.2,2022-12-31T00:00:00.000
IT,2014IT16RFOP016,Sicilia - ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999969,242978354.25,194382683.4,151461924.43,121169539.54,2019-12-31T00:00:00.000
IT,2014IT16M2OP002,Puglia  - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999948,132019567.52,105615654.02,84269291.69,67415433.35,2021-12-31T00:00:00.000
FR,2014FR16M2OP011,Guyane - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,45.76991487,15912064.41,7319549.63,4559329.08,2097291.38,2018-12-31T00:00:00.000
IT,2014IT16RFOP010,Lazio - ERDF,ERDF,More developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,139964326.35,69982163.18,44211320.92,22105660.46,2020-12-31T00:00:00.000
HR,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999891,390601353.91,332011150.82,22516174.58,19138748.39,2020-12-31T00:00:00.000
SE,2014SE16RFOP002,Småland and islands - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,50,7339203,3669601.5,250279,125139.5,2017-12-31T00:00:00.000
PL,2014PL16M2OP007,Mazowieckie Voivodeship - ERDF/ESF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999989,177390409.83,141912327.86,98529745.14,78823796.11,2021-12-31T00:00:00.000
PL,2014PL16M2OP001,Dolnośląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999981,53068520.27,45108242.23,25271979.55,21481182.62,2018-12-31T00:00:00.000
ES,2014ES16RFOP002,Multi-regional Spain - ERDF,ERDF,Less developed,2020,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999911,77090514.39,61672411.51,26913473.34,21530778.67,2020-12-31T00:00:00.000
FR,2014FR16M2OP011,Guyane - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999816,22460377,19091320.45,11851162,10073487.7,2021-12-31T00:00:00.000
ES,2014ES16RFOP001,Smart Growth (merged 2017 with Multi-regional Spain) - ES - ERDF,ERDF,Transition,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,,,,,,
PL,2014PL16M2OP003,Lubelskie Voivodeship - ERDF/ESF,ERDF,Less developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999929,,,,,2016-12-31T00:00:00.000
FR,2014FR16M2OP008,Pays de la Loire - ERDF/ESF,ERDF,More developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,36.61051205,116556002.33,43125720.86,56350897.58,20849832.1,2021-12-31T00:00:00.000
FR,2014FR16M0OP007,Midi-Pyrénées et Garonne - ERDF/ESF/YEI,ERDF,More developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,37.50000013,32221435.54,12244145.51,22330200.18,8485476.07,2019-12-31T00:00:00.000
PT,2014PT16M2OP003,Alentejo - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99998695,10816364.99,9193910.24,8311949.92,7065157.43,2021-12-31T00:00:00.000
FR,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ERDF,Less developed,2019,Thematic Objective,02,Enhancing access to and use and quality of information ...,18.69203165,1646514.13,312837.68,0,0,2019-12-31T00:00:00.000
PT,2014PT16M2OP001,Norte - ERDF/ESF,ERDF,Less developed,2022,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999963,41474514.08,35253336.97,32041209.44,27235028.02,2022-12-31T00:00:00.000
FR,2014FR16RFOP006,Alsace - ERDF,ERDF,More developed,2016,Thematic Objective,02,Enhancing access to and use and quality of information ...,30.00000019,11186739.86,3356021.96,147652.53,44295.76,2016-12-31T00:00:00.000
SE,2014SE16RFOP008,Upper Norrland - ERDF,ERDF,More developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,,0,,0,,2018-12-31T00:00:00.000
PL,2014PL16M2OP012,Śląskie Voivodeship - ERDF/ESF,ERDF,Less developed,2021,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.9999996,108874811.41,92543589.7,41450905.64,35233269.79,2021-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2017,Thematic Objective,02,Enhancing access to and use and quality of information ...,79.99999977,66217947.63,52974358.1,4461509.9,3569207.92,2017-12-31T00:00:00.000
PL,2014PL16RFOP002,Digital Poland - ERDF,ERDF,Less developed,2018,Thematic Objective,02,Enhancing access to and use and quality of information ...,84.99999994,1354223501.81,1151089976.54,104797269.72,89077679.26,2018-12-31T00:00:00.000
