PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Austria,2019,1,Energy sector,1(c),Nitrogen oxides (NOX),2001000
2025/12/15,France,2012,4,Chemical industry,4(a)(v),Non-methane volatile organic compounds (NMVOC),133000
2025/12/15,Spain,2024,4,Chemical industry,4(a)(viii),Vinyl chloride,41980
2025/12/15,Poland,2018,4,Chemical industry,4(c),Non-methane volatile organic compounds (NMVOC),515000
2025/12/15,France,2009,9,Other activities,9(e),Non-methane volatile organic compounds (NMVOC),170000
2025/12/15,France,2016,4,Chemical industry,4(f),Hydro-fluorocarbons (HFCS),573
2025/12/15,Belgium,2015,4,Chemical industry,4(b),Non-methane volatile organic compounds (NMVOC),163000
2025/12/15,Poland,2024,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),6600
2025/12/15,Czechia,2013,2,Production and processing of metals,2(d),Nitrogen oxides (NOX),157000
2025/12/15,Poland,2008,3,Mineral industry,3(g),Carbon dioxide (CO2),168000000
2025/12/15,Belgium,2020,4,Chemical industry,4(a)(viii),Hydrochlorofluorocarbons (HCFCs),4.72
2025/12/15,Spain,2012,5,Waste and wastewater management,5(d),Nitrous oxide (N2O),10400
2025/12/15,Spain,2021,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),114
2025/12/15,Hungary,2024,3,Mineral industry,3(g),Nitrogen oxides (NOX),246000
2025/12/15,Greece,2022,1,Energy sector,1(a),Particulate matter (PM10),237000
2025/12/15,Finland,2017,6,Paper and wood production and processing,6(a),Carbon monoxide (CO),1116000
2025/12/15,Germany,2007,4,Chemical industry,4(a)(i),Non-methane volatile organic compounds (NMVOC),517000
2025/12/15,Greece,2011,1,Energy sector,1(a),Arsenic and compounds (as As),56
2025/12/15,Germany,2018,5,Waste and wastewater management,5(c),Carbon dioxide (CO2) excluding biomass,176000000
2025/12/15,Belgium,2009,8,Animal and vegetable products from the food and beverage sector,8(b),Hydrochlorofluorocarbons (HCFCs),2
2025/12/15,Czechia,2012,4,Chemical industry,4(a)(vii),Vinyl chloride,1320
2025/12/15,Greece,2016,3,Mineral industry,3(c)(i),Di-(2-ethyl hexyl) phthalate (DEHP),747
2025/12/15,Hungary,2019,5,Waste and wastewater management,5(d),Methane (CH4),649000
2025/12/15,Greece,2017,3,Mineral industry,3(c)(i),PCDD + PCDF (dioxins + furans) (as Teq),0.000129
2025/12/15,Germany,2013,2,Production and processing of metals,2(e)(i),Arsenic and compounds (as As),529.2
2025/12/15,Italy,2012,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),12063000
2025/12/15,Switzerland,2022,4,Chemical industry,4(d),Non-methane volatile organic compounds (NMVOC),41135
2025/12/15,Bulgaria,2010,2,Production and processing of metals,2(e)(i),Lead and compounds (as Pb),11920
2025/12/15,Ireland,2018,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),1589718.91
2025/12/15,Sweden,2016,6,Paper and wood production and processing,6(a),Non-methane volatile organic compounds (NMVOC),13974000
2025/12/15,Germany,2024,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),11708000
2025/12/15,France,2024,4,Chemical industry,4(e),Dichloromethane (DCM),140190
2025/12/15,Hungary,2007,3,Mineral industry,3(g),Benzene,5160
2025/12/15,Hungary,2011,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),6683000
2025/12/15,France,2020,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),1128
2025/12/15,Germany,2019,2,Production and processing of metals,2(c)(i),Nitrogen oxides (NOX),1808000
2025/12/15,Netherlands,2018,2,Production and processing of metals,2(b),Carbon dioxide (CO2),6590000000
2025/12/15,Finland,2015,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2) excluding biomass,355000000
2025/12/15,Netherlands,2011,3,Mineral industry,3(f),Ammonia (NH3),179000
2025/12/15,Finland,2015,4,Chemical industry,4(a)(ii),Non-methane volatile organic compounds (NMVOC),200000
2025/12/15,United Kingdom,2012,5,Waste and wastewater management,5(d),Sulphur oxides (SOX),2495000
2025/12/15,United Kingdom,2012,2,Production and processing of metals,2(b),Zinc and compounds (as Zn),17400
2025/12/15,Netherlands,2010,1,Energy sector,1(c),Mercury and compounds (as Hg),115.6
2025/12/15,Sweden,2016,4,Chemical industry,4(a)(iv),Ammonia (NH3),20000
2025/12/15,Spain,2022,2,Production and processing of metals,2(f),Chromium and compounds (as Cr),112
2025/12/15,Sweden,2016,1,Energy sector,1(c),Ammonia (NH3),54000
2025/12/15,United Kingdom,2014,6,Paper and wood production and processing,6(b),Cadmium and compounds (as Cd),16.1
2025/12/15,Italy,2016,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),22184700
2025/12/15,Spain,2009,5,Waste and wastewater management,5(d),Methane (CH4),147546000
2025/12/15,France,2014,2,Production and processing of metals,2(c)(i),Non-methane volatile organic compounds (NMVOC),441000
2025/12/15,France,2022,6,Paper and wood production and processing,6(b),Carbon dioxide (CO2),1588000000
2025/12/15,Germany,2018,1,Energy sector,1(c),Carbon dioxide (CO2),264126000000
2025/12/15,Italy,2009,4,Chemical industry,4(a),Benzene,97800
2025/12/15,Germany,2007,3,Mineral industry,3(c)(iii),Nitrogen oxides (NOX),6644000
2025/12/15,Spain,2013,3,Mineral industry,3(e),Nitrogen oxides (NOX),17487000
2025/12/15,Germany,2016,4,Chemical industry,4(c),Nitrous oxide (N2O),793000
2025/12/15,Germany,2007,2,Production and processing of metals,2(b),Nitrogen oxides (NOX),13990000
2025/12/15,Austria,2021,2,Production and processing of metals,2(b),Carbon monoxide (CO),172368000
2025/12/15,Portugal,2015,3,Mineral industry,3(c)(iii),Carbon monoxide (CO),592000
2025/12/15,Netherlands,2019,3,Mineral industry,3(g),Fluorine and inorganic compounds (as HF),55150
2025/12/15,Poland,2010,1,Energy sector,1(c),Polycyclic aromatic hydrocarbons (PAHs),784.9
2025/12/15,Latvia,2013,6,Paper and wood production and processing,6(b),Particulate matter (PM10),52200
2025/12/15,Sweden,2009,1,Energy sector,1(c),Carbon dioxide (CO2) excluding biomass,5597345000
2025/12/15,Poland,2014,5,Waste and wastewater management,5(f),Nitrous oxide (N2O),43500
2025/12/15,France,2013,1,Energy sector,1(a),Sulphur oxides (SOX),35377000
2025/12/15,Belgium,2012,4,Chemical industry,4(a)(viii),Nitrogen oxides (NOX),621000
2025/12/15,Netherlands,2010,2,Production and processing of metals,2(b),Chlorine and inorganic compounds (as HCl),16700
2025/12/15,Italy,2016,6,Paper and wood production and processing,6(b),Polychlorinated biphenyls (PCBs),1.358
2025/12/15,Switzerland,2010,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),2228
2025/12/15,Poland,2024,2,Production and processing of metals,2(e),Sulphur oxides (SOX),1230000
2025/12/15,Italy,2016,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),135
2025/12/15,Luxembourg,2012,3,Mineral industry,3(e),Carbon dioxide (CO2),229000000
2025/12/15,Poland,2015,3,Mineral industry,3(c),Sulphur oxides (SOX),4026000
2025/12/15,Italy,2019,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),1414.7717
2025/12/15,France,2017,5,Waste and wastewater management,5(a),Mercury and compounds (as Hg),119.70000000000002
2025/12/15,United Kingdom,2013,8,Animal and vegetable products from the food and beverage sector,8(c),Hydro-fluorocarbons (HFCS),877
2025/12/15,Belgium,2017,4,Chemical industry,4(a)(vi),"1,2-dichloroethane (DCE-1,2)",33630
2025/12/15,Hungary,2018,5,Waste and wastewater management,5(d),Methane (CH4),223000
2025/12/15,Netherlands,2013,4,Chemical industry,4(a)(viii),Tetrachloromethane (TCM),985
2025/12/15,France,2007,4,Chemical industry,4(a)(viii),Hydro-fluorocarbons (HFCS),13138
2025/12/15,Spain,2011,4,Chemical industry,4(a)(i),Nitrous oxide (N2O),13900
2025/12/15,Bulgaria,2018,3,Mineral industry,3(c)(i),Fluorine and inorganic compounds (as HF),1571.31
2025/12/15,Bulgaria,2011,3,Mineral industry,3(c)(iii),Carbon dioxide (CO2),100000000
2025/12/15,Italy,2014,4,Chemical industry,4(c),Particulate matter (PM10),131000
2025/12/15,Austria,2014,5,Waste and wastewater management,5(b),Nitrogen oxides (NOX),441000
2025/12/15,France,2008,4,Chemical industry,4(e),Chlorofluorocarbons (CFCs),221
2025/12/15,Portugal,2022,6,Paper and wood production and processing,6(b),PCDD + PCDF (dioxins + furans) (as Teq),0.000213
2025/12/15,Poland,2012,1,Energy sector,1(c),Zinc and compounds (as Zn),12342
2025/12/15,France,2010,4,Chemical industry,4(b)(ii),Carbon dioxide (CO2),318000000
2025/12/15,Norway,2015,2,Production and processing of metals,2(d),Phenols (as total C),14
2025/12/15,United Kingdom,2014,9,Other activities,9(c),Toluene,17700
2025/12/15,Slovakia,2016,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),3715000
2025/12/15,Romania,2018,3,Mineral industry,3(c)(i),Benzene,3860
2025/12/15,France,2011,4,Chemical industry,4(a)(vi),Nitrogen oxides (NOX),107000
2025/12/15,Denmark,2018,1,Energy sector,1(a),Nitrogen oxides (NOX),621260
2025/12/15,Netherlands,2008,7,Intensive livestock production and aquaculture,7(a),Ammonia (NH3),876300
2025/12/15,Sweden,2021,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),7122000
2025/12/15,Czechia,2017,2,Production and processing of metals,2(b),Carbon dioxide (CO2) excluding biomass,2630000000
2025/12/15,Germany,2010,8,Animal and vegetable products from the food and beverage sector,8(c),Particulate matter (PM10),332000
2025/12/15,Netherlands,2019,4,Chemical industry,4(e),Non-methane volatile organic compounds (NMVOC),288000
2025/12/15,Switzerland,2020,2,Production and processing of metals,2(c)(i),Polycyclic aromatic hydrocarbons (PAHs),1300
2025/12/15,France,2014,2,Production and processing of metals,2(b),Anthracene,64.6
2025/12/15,Greece,2015,2,Production and processing of metals,2(e),Carbon dioxide (CO2),1190000000
2025/12/15,Spain,2011,6,Paper and wood production and processing,6(a),Particulate matter (PM10),119000
2025/12/15,Austria,2010,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),302
2025/12/15,Greece,2016,3,Mineral industry,3(a),Sulphur oxides (SOX),1540000
2025/12/15,Belgium,2008,4,Chemical industry,4(a)(i),Nitrogen oxides (NOX),1498000
2025/12/15,Belgium,2008,4,Chemical industry,4(b)(ii),Sulphur oxides (SOX),1143000
2025/12/15,Norway,2015,3,Mineral industry,3(c)(i),Nitrogen oxides (NOX),767000
2025/12/15,Spain,2008,3,Mineral industry,3(g),Nickel and compounds (as Ni),1590.9
2025/12/15,Italy,2021,1,Energy sector,1(a),Zinc and compounds (as Zn),623.0584
2025/12/15,Poland,2016,9,Other activities,9(c),Di-(2-ethyl hexyl) phthalate (DEHP),21.6
2025/12/15,Spain,2008,2,Production and processing of metals,2(f),Non-methane volatile organic compounds (NMVOC),4234000
2025/12/15,France,2007,2,Production and processing of metals,2(d),Cadmium and compounds (as Cd),155.2
2025/12/15,France,2022,,,,Ammonia (NH3),630400
2025/12/15,Netherlands,2007,9,Other activities,9(a),Hydrochlorofluorocarbons (HCFCs),1.15
2025/12/15,Lithuania,2019,1,Energy sector,1(c),Nitrogen oxides (NOX),533000
2025/12/15,France,2024,6,Paper and wood production and processing,6(a),Cadmium and compounds (as Cd),95.700001
2025/12/15,Greece,2010,1,Energy sector,1(c),Mercury and compounds (as Hg),1831
2025/12/15,Belgium,2008,3,Mineral industry,3(e),Non-methane volatile organic compounds (NMVOC),119000
2025/12/15,Belgium,2008,1,Energy sector,1(a),Sulphur oxides (SOX),20911000
2025/12/15,Spain,2008,3,Mineral industry,3(e),Ammonia (NH3),167100
2025/12/15,Netherlands,2019,2,Production and processing of metals,2(a),Cadmium and compounds (as Cd),2220
2025/12/15,France,2016,5,Waste and wastewater management,5(a),Zinc and compounds (as Zn),650
2025/12/15,Netherlands,2022,3,Mineral industry,3(g),Chlorine and inorganic compounds (as HCl),30100
2025/12/15,Poland,2017,4,Chemical industry,4(c),Chlorine and inorganic compounds (as HCl),398000
2025/12/15,Portugal,2021,3,Mineral industry,3(c)(i),Sulphur oxides (SOX),683000
2025/12/15,Denmark,2007,3,Mineral industry,3(e),Ammonia (NH3),109000
2025/12/15,Czechia,2022,3,Mineral industry,3(e),Chlorine and inorganic compounds (as HCl),13786
2025/12/15,France,2008,4,Chemical industry,4(a)(i),Fluorine and inorganic compounds (as HF),237000
2025/12/15,Poland,2018,3,Mineral industry,3(c),Anthracene,539
2025/12/15,Norway,2014,3,Mineral industry,3(c)(ii),Carbon dioxide (CO2) excluding biomass,344000000
2025/12/15,Ireland,2023,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),740003
2025/12/15,Greece,2013,3,Mineral industry,3(c)(i),Naphthalene,121
2025/12/15,Greece,2013,3,Mineral industry,3(c)(i),Polycyclic aromatic hydrocarbons (PAHs),129
2025/12/15,Portugal,2007,1,Energy sector,1(c),Zinc and compounds (as Zn),341
2025/12/15,Czechia,2021,6,Paper and wood production and processing,6(a),Hydro-fluorocarbons (HFCS),47
2025/12/15,Slovakia,2019,2,Production and processing of metals,2(e)(i),Nitrogen oxides (NOX),997000
2025/12/15,Denmark,2011,4,Chemical industry,4(a),Hydrochlorofluorocarbons (HCFCs),62
2025/12/15,Hungary,2011,3,Mineral industry,3(f),Non-methane volatile organic compounds (NMVOC),138000
2025/12/15,Portugal,2009,8,Animal and vegetable products from the food and beverage sector,8(c),Hydro-fluorocarbons (HFCS),264
2025/12/15,Spain,2010,4,Chemical industry,4(a)(vi),Hydro-fluorocarbons (HFCS),101000
2025/12/15,Finland,2022,1,Energy sector,1(a),Non-methane volatile organic compounds (NMVOC),1911000
2025/12/15,Germany,2015,4,Chemical industry,4(a)(ii),Carbon monoxide (CO),3321000
2025/12/15,Hungary,2007,1,Energy sector,1(a),Carbon dioxide (CO2),1430000000
2025/12/15,Netherlands,2016,2,Production and processing of metals,2(b),Sulphur oxides (SOX),2760000
2025/12/15,Spain,2018,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nickel and compounds (as Ni),333
2025/12/15,Spain,2022,2,Production and processing of metals,2(d),Cadmium and compounds (as Cd),11.4
2025/12/15,Spain,2016,2,Production and processing of metals,2(e)(i),Chlorine and inorganic compounds (as HCl),11300
2025/12/15,France,2007,1,Energy sector,1(b),Benzene,7800
2025/12/15,Belgium,2007,5,Waste and wastewater management,5(e),Nitrogen oxides (NOX),131000
2025/12/15,Italy,2011,4,Chemical industry,4(b),"1,2-dichloroethane (DCE-1,2)",12900
2025/12/15,Poland,2022,3,Mineral industry,3(b),Sulphur oxides (SOX),161000
2025/12/15,Sweden,2015,2,Production and processing of metals,2(e)(ii),Particulate matter (PM10),66000
2025/12/15,Spain,2021,7,Intensive livestock production and aquaculture,7(a)(i),Nitrous oxide (N2O),49800
2025/12/15,Serbia,2019,1,Energy sector,1(a),Sulphur oxides (SOX),859000
2025/12/15,Germany,2019,4,Chemical industry,4(a)(iv),Carbon dioxide (CO2),265000000
2025/12/15,Germany,2019,2,Production and processing of metals,2(a),Carbon dioxide (CO2),4700000000
2025/12/15,Spain,2010,8,Animal and vegetable products from the food and beverage sector,8(a),Hydrochlorofluorocarbons (HCFCs),50
2025/12/15,Poland,2018,4,Chemical industry,4(a),Nitrous oxide (N2O),710000
2025/12/15,Cyprus,2013,7,Intensive livestock production and aquaculture,7(a)(iii),Ammonia (NH3),14800
2025/12/15,Netherlands,2017,8,Animal and vegetable products from the food and beverage sector,8(c),Carbon dioxide (CO2) excluding biomass,111000000
2025/12/15,Denmark,2022,4,Chemical industry,4(e),Hydrochlorofluorocarbons (HCFCs),0
2025/12/15,Estonia,2015,1,Energy sector,1(b),Benzene,709000
2025/12/15,Germany,2020,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),57.7
2025/12/15,Finland,2009,6,Paper and wood production and processing,6(c),Naphthalene,1480
2025/12/15,France,2021,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Zinc and compounds (as Zn),960
2025/12/15,Germany,2012,3,Mineral industry,3(e),Carbon dioxide (CO2),1027000000
2025/12/15,Italy,2014,,,,Benzene,1350
2025/12/15,Germany,2019,4,Chemical industry,4(c),Nitrous oxide (N2O),646000
2025/12/15,Czechia,2016,2,Production and processing of metals,2(c)(iii),Zinc and compounds (as Zn),258
2025/12/15,Italy,2011,1,Energy sector,1(a),Carbon dioxide (CO2),19634000000
2025/12/15,Italy,2021,2,Production and processing of metals,2(b),Naphthalene,1154.32
2025/12/15,Germany,2018,4,Chemical industry,4(a)(vi),Vinyl chloride,11600
2025/12/15,Netherlands,2011,1,Energy sector,1(a),Carbon dioxide (CO2) excluding biomass,10889000000
2025/12/15,Switzerland,2021,3,Mineral industry,3(g),Carbon dioxide (CO2),7390000
2025/12/15,United Kingdom,2015,1,Energy sector,1(c),Sulphur oxides (SOX),101836000
2025/12/15,United Kingdom,2018,5,Waste and wastewater management,5(d),Methane (CH4),188513000
2025/12/15,Germany,2014,1,Energy sector,1(c),Carbon dioxide (CO2) excluding biomass,69366892000
2025/12/15,Italy,2018,4,Chemical industry,4(a),Non-methane volatile organic compounds (NMVOC),1942361
2025/12/15,France,2011,4,Chemical industry,4(b)(iv),Carbon dioxide (CO2),1165000000
2025/12/15,Italy,2011,1,Energy sector,1(c),Sulphur hexafluoride (SF6),1502.9
2025/12/15,Netherlands,2016,,,,Nitrogen oxides (NOX),536000
2025/12/15,Spain,2018,2,Production and processing of metals,2(b),Carbon dioxide (CO2),6149000000
2025/12/15,Spain,2023,2,Production and processing of metals,2(b),Nickel and compounds (as Ni),1265.4
2025/12/15,Sweden,2014,6,Paper and wood production and processing,6(a),Ammonia (NH3),1426200
2025/12/15,Denmark,2021,5,Waste and wastewater management,5(b),Nitrous oxide (N2O),498.76
2025/12/15,Norway,2016,4,Chemical industry,4(a)(vi),Vinyl chloride,2140
2025/12/15,Netherlands,2014,9,Other activities,9(a),Trichloroethylene (TRI),4000
2025/12/15,France,2009,3,Mineral industry,3(f),Lead and compounds (as Pb),201
2025/12/15,France,2016,2,Production and processing of metals,2(b),Fluorine and inorganic compounds (as HF),8810
2025/12/15,Finland,2021,5,Waste and wastewater management,5(b),Carbon dioxide (CO2),405000000
2025/12/15,Germany,2007,4,Chemical industry,4(b),Perfluorocarbons (PFCs),625
2025/12/15,United Kingdom,2008,4,Chemical industry,4(a),Nitrogen oxides (NOX),6017000
2025/12/15,Germany,2017,6,Paper and wood production and processing,6(a),Carbon dioxide (CO2),2020000000
2025/12/15,Germany,2019,2,Production and processing of metals,2(c)(i),Cadmium and compounds (as Cd),20
2025/12/15,Denmark,2018,,,,Sulphur oxides (SOX),931.24
2025/12/15,Sweden,2011,2,Production and processing of metals,2(e)(ii),Carbon dioxide (CO2),117000000
2025/12/15,Poland,2024,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),1858
2025/12/15,Hungary,2014,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Nitrogen oxides (NOX),374000
2025/12/15,Romania,2018,7,Intensive livestock production and aquaculture,7(a)(ii),Ammonia (NH3),8572300
2025/12/15,Poland,2019,3,Mineral industry,3(e),Lead and compounds (as Pb),1171
2025/12/15,Czechia,2020,4,Chemical industry,4(b)(v),Nitrogen oxides (NOX),1415842
2025/12/15,Czechia,2015,1,Energy sector,1(c),Nitrous oxide (N2O),157700
2025/12/15,Poland,2007,3,Mineral industry,3(c),Di-(2-ethyl hexyl) phthalate (DEHP),484.29999999999995
2025/12/15,Czechia,2015,4,Chemical industry,4(c),Nitrogen oxides (NOX),523000
2025/12/15,Austria,2017,2,Production and processing of metals,2(b),Cadmium and compounds (as Cd),137.1
2025/12/15,Romania,2016,1,Energy sector,1(c),Sulphur oxides (SOX),59371000
2025/12/15,Belgium,2022,3,Mineral industry,3(e),Fluorine and inorganic compounds (as HF),14190
