PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,Pollutant,Releases
2025/12/15,Norway,2007,2,Production and processing of metals,2(b),Mercury and compounds (as Hg),1.1
2025/12/15,Netherlands,2007,4,Chemical industry,4(b),Zinc and compounds (as Zn),4301
2025/12/15,France,2010,6,Paper and wood production and processing,6(a),Mercury and compounds (as Hg),1.32
2025/12/15,Belgium,2008,2,Production and processing of metals,2(e)(i),Chlorides (as total Cl),8760000
2025/12/15,Romania,2009,1,Energy sector,1(a),Chromium and compounds (as Cr),722
2025/12/15,United Kingdom,2009,4,Chemical industry,4(b)(ii),Chlorides (as total Cl),4680000
2025/12/15,Switzerland,2013,6,Paper and wood production and processing,6(b),Total organic carbon(as total C or COD/3) (TOC),796000
2025/12/15,Italy,2008,4,Chemical industry,4(b),Total phosphorus,42000
2025/12/15,Spain,2016,4,Chemical industry,4(a)(viii),Pentachlorophenol (PCP),1.08
2025/12/15,Netherlands,2008,8,Animal and vegetable products from the food and beverage sector,8(b)(ii),Total nitrogen,51200
2025/12/15,Sweden,2010,,,,Total organic carbon(as total C or COD/3) (TOC),73000
2025/12/15,United Kingdom,2009,2,Production and processing of metals,2(e),Lead and compounds (as Pb),285.2
2025/12/15,France,2014,3,Mineral industry,3(e),Cadmium and compounds (as Cd),11.2
2025/12/15,Croatia,2022,1,Energy sector,1(a),Zinc and compounds (as Zn),333
2025/12/15,Slovakia,2013,1,Energy sector,1(a),"Benzo(g,h,i)perylene",2.23
2025/12/15,France,2015,9,Other activities,9(c),Fluorides (as total F),3850
2025/12/15,United Kingdom,2016,5,Waste and wastewater management,5(f),Pentachlorophenol (PCP),3.04
2025/12/15,Italy,2017,2,Production and processing of metals,2(f),Zinc and compounds (as Zn),277
2025/12/15,Germany,2017,4,Chemical industry,4(a)(ii),Total organic carbon(as total C or COD/3) (TOC),3014500
2025/12/15,Italy,2019,5,Waste and wastewater management,5(f),Cyanides (as total CN),4330.883
2025/12/15,Germany,2015,2,Production and processing of metals,2(c)(i),Nickel and compounds (as Ni),182.6
2025/12/15,Spain,2020,5,Waste and wastewater management,5(f),Chlorides (as total Cl),498530000
2025/12/15,Germany,2016,4,Chemical industry,4(b)(i),Trichloromethane,57.8
2025/12/15,Denmark,2019,6,Paper and wood production and processing,6(b),Nickel and compounds (as Ni),0.3
2025/12/15,Germany,2018,2,Production and processing of metals,2(f),Total nitrogen,59200
2025/12/15,Italy,2007,6,Paper and wood production and processing,6(b),Copper and compounds (as Cu),824.7
2025/12/15,Finland,2015,3,Mineral industry,3(a),Total nitrogen,137900
2025/12/15,United Kingdom,2013,4,Chemical industry,4(a),Vinyl chloride,69
2025/12/15,Germany,2013,5,Waste and wastewater management,5(f),Zinc and compounds (as Zn),135890
2025/12/15,Austria,2019,5,Waste and wastewater management,5(f),Total nitrogen,5252700
2025/12/15,Hungary,2008,1,Energy sector,1(a),Zinc and compounds (as Zn),505
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,5(c),Anthracene,3.8899999999999997
2025/12/15,Germany,2022,5,Waste and wastewater management,5(f),Mercury and compounds (as Hg),72.85
2025/12/15,United Kingdom,2016,1,Energy sector,1(c),Benzene,1046439
2025/12/15,Portugal,2021,6,Paper and wood production and processing,6(a),Total nitrogen,136000
2025/12/15,Germany,2016,8,Animal and vegetable products from the food and beverage sector,8(c),Total phosphorus,5200
2025/12/15,United Kingdom,2014,5,Waste and wastewater management,5(f),"Benzo(g,h,i)perylene",29.58
2025/12/15,Italy,2016,5,Waste and wastewater management,5(g),Trichloromethane,494.3
2025/12/15,Germany,2024,4,Chemical industry,4(a),Nickel and compounds (as Ni),105
2025/12/15,Germany,2015,5,Waste and wastewater management,5(b),Zinc and compounds (as Zn),2060
2025/12/15,Germany,2007,4,Chemical industry,4(a)(i),Zinc and compounds (as Zn),1976
2025/12/15,Spain,2024,2,Production and processing of metals,2(b),Chlorides (as total Cl),4220000
2025/12/15,Portugal,2007,8,Animal and vegetable products from the food and beverage sector,8(a),Total phosphorus,31130
2025/12/15,Denmark,2023,8,Animal and vegetable products from the food and beverage sector,8(b)(i),Total phosphorus,7041
2025/12/15,Portugal,2007,5,Waste and wastewater management,5(f),Total organic carbon(as total C or COD/3) (TOC),15617400
2025/12/15,Malta,2015,5,Waste and wastewater management,5(f),Total nitrogen,541000
2025/12/15,Germany,2014,4,Chemical industry,4(a)(iv),Lead and compounds (as Pb),57
2025/12/15,Italy,2023,3,Mineral industry,3(a),Arsenic and compounds (as As),5.441
2025/12/15,Spain,2023,4,Chemical industry,4(b)(v),Fluorides (as total F),36000
2025/12/15,Germany,2019,4,Chemical industry,4(a)(ii),Cyanides (as total CN),2579
2025/12/15,France,2013,1,Energy sector,1(c),Total phosphorus,24400
2025/12/15,Italy,2011,1,Energy sector,1(a),Polycyclic aromatic hydrocarbons (PAHs),81.1
2025/12/15,France,2012,1,Energy sector,1(a),Arsenic and compounds (as As),286.6
2025/12/15,Italy,2011,5,Waste and wastewater management,5(c),Chromium and compounds (as Cr),3670.7000000000003
2025/12/15,Spain,2011,2,Production and processing of metals,2(f),Nickel and compounds (as Ni),271
