PublicationDate,countryName,reportingYear,Pollutant,transfers
2025/12/15,Portugal,2008,Total organic carbon(as total C or COD/3) (TOC),4115200
2025/12/15,Portugal,2009,Nickel and compounds (as Ni),771.6
2025/12/15,Portugal,2010,Anthracene,7.04
2025/12/15,Portugal,2010,Arsenic and compounds (as As),4293.92
2025/12/15,Portugal,2010,Total phosphorus,31580
2025/12/15,Portugal,2010,Zinc and compounds (as Zn),3213
2025/12/15,Portugal,2011,Lead and compounds (as Pb),366.70000000000005
2025/12/15,Portugal,2011,Total organic carbon(as total C or COD/3) (TOC),5623200
2025/12/15,Portugal,2012,Octylphenols and Octylphenol ethoxylates,12.8
2025/12/15,Portugal,2012,Total nitrogen,796000
2025/12/15,Portugal,2013,Anthracene,1.2
2025/12/15,Portugal,2013,Arsenic and compounds (as As),1069.47
2025/12/15,Portugal,2013,Mercury and compounds (as Hg),19.4
2025/12/15,Portugal,2013,Zinc and compounds (as Zn),2545
2025/12/15,Portugal,2014,Lead and compounds (as Pb),2026.4
2025/12/15,Portugal,2015,Total nitrogen,733900
2025/12/15,Portugal,2016,Arsenic and compounds (as As),407.39
2025/12/15,Portugal,2016,Mercury and compounds (as Hg),9.690000000000001
2025/12/15,Portugal,2016,Zinc and compounds (as Zn),4119
2025/12/15,Portugal,2017,Copper and compounds (as Cu),2565.6
2025/12/15,Portugal,2017,Lead and compounds (as Pb),1647.1
2025/12/15,Portugal,2018,Di-(2-ethyl hexyl) phthalate (DEHP),34.7
2025/12/15,Portugal,2018,Ethyl benzene,22
2025/12/15,Portugal,2018,Total nitrogen,1253000
2025/12/15,Portugal,2019,Mercury and compounds (as Hg),44.98
2025/12/15,Portugal,2019,Zinc and compounds (as Zn),3429
2025/12/15,Portugal,2020,Copper and compounds (as Cu),390
2025/12/15,Portugal,2020,Fluorides (as total F),65530
2025/12/15,Portugal,2020,Lead and compounds (as Pb),68
2025/12/15,Portugal,2021,Ethyl benzene,1790
2025/12/15,Portugal,2021,Total nitrogen,979400
2025/12/15,Portugal,2022,Mercury and compounds (as Hg),8.32
2025/12/15,Portugal,2023,Copper and compounds (as Cu),347.9
2025/12/15,Portugal,2023,Fluorides (as total F),166520
2025/12/15,Portugal,2024,Ethyl benzene,280
2025/12/15,Portugal,2024,Trichlorobenzenes (TCB),3.46
2025/12/15,Romania,2007,Cadmium and compounds (as Cd),37.2
2025/12/15,Romania,2008,"1,2-dichloroethane (DCE-1,2)",236
2025/12/15,Romania,2010,Cadmium and compounds (as Cd),13
2025/12/15,Romania,2010,Phenols (as total C),79
2025/12/15,Romania,2011,"1,2-dichloroethane (DCE-1,2)",183
2025/12/15,Romania,2013,Phenols (as total C),30.5
2025/12/15,Romania,2016,Phenols (as total C),59
2025/12/15,Romania,2019,Phenols (as total C),117.7
2025/12/15,Romania,2023,Chromium and compounds (as Cr),75.7
2025/12/15,Serbia,2010,Nickel and compounds (as Ni),45.8
2025/12/15,Slovakia,2010,Polycyclic aromatic hydrocarbons (PAHs),708
2025/12/15,Slovakia,2012,Phenols (as total C),7600
2025/12/15,Slovakia,2018,Toluene,925
2025/12/15,Slovakia,2019,Chromium and compounds (as Cr),67.4
2025/12/15,Slovakia,2020,Mercury and compounds (as Hg),3.18
2025/12/15,Slovakia,2021,Toluene,379
2025/12/15,Slovenia,2011,Halogenated organic compounds (as AOX),1470
2025/12/15,Slovenia,2013,Dichloromethane (DCM),43
2025/12/15,Slovenia,2014,Phenols (as total C),120
2025/12/15,Slovenia,2016,Dichloromethane (DCM),124
2025/12/15,Slovenia,2017,Phenols (as total C),362
2025/12/15,Slovenia,2019,Dichloromethane (DCM),18
2025/12/15,Slovenia,2020,Phenols (as total C),127
2025/12/15,Spain,2007,Cyanides (as total CN),1856.3999999999999
2025/12/15,Spain,2007,Fluoranthene,14.56
2025/12/15,Spain,2008,"Chloro-alkanes, C10-C13",1903.08
2025/12/15,Spain,2008,Chromium and compounds (as Cr),5110.2
2025/12/15,Spain,2008,Nonylphenol and Nonylphenol ethoxylates,3.7
2025/12/15,Spain,2009,Vinyl chloride,61.5
2025/12/15,Spain,2010,Cyanides (as total CN),110.6
2025/12/15,Spain,2010,Fluoranthene,115
2025/12/15,Spain,2011,Total organic carbon(as total C or COD/3) (TOC),10194400
2025/12/15,Spain,2012,Octylphenols and Octylphenol ethoxylates,7.959999999999999
2025/12/15,Spain,2012,Vinyl chloride,72.5
2025/12/15,Spain,2013,Total phosphorus,448650
2025/12/15,Spain,2014,"Chloro-alkanes, C10-C13",1.81
2025/12/15,Spain,2014,Total organic carbon(as total C or COD/3) (TOC),13896000
2025/12/15,Spain,2015,Octylphenols and Octylphenol ethoxylates,6.69
2025/12/15,Spain,2016,Naphthalene,14
2025/12/15,Spain,2016,Total phosphorus,363910
2025/12/15,Spain,2017,Total organic carbon(as total C or COD/3) (TOC),10485600
2025/12/15,Spain,2019,Anthracene,1.39
2025/12/15,Spain,2019,Arsenic and compounds (as As),213.04
2025/12/15,Spain,2019,Total phosphorus,405810
2025/12/15,Spain,2019,Zinc and compounds (as Zn),7664
2025/12/15,Spain,2020,Lead and compounds (as Pb),4156.4
2025/12/15,Spain,2020,Total organic carbon(as total C or COD/3) (TOC),9864200
2025/12/15,Spain,2022,Anthracene,2.45
2025/12/15,Spain,2022,Arsenic and compounds (as As),234.47
2025/12/15,Spain,2022,Mercury and compounds (as Hg),60.44
2025/12/15,Spain,2022,Naphthalene,12.3
2025/12/15,Spain,2022,Total phosphorus,363840
2025/12/15,Spain,2022,Triphenyltin and compounds,8.96
2025/12/15,Spain,2022,Zinc and compounds (as Zn),5585
2025/12/15,Spain,2023,Lead and compounds (as Pb),300.9
2025/12/15,Sweden,2007,Chromium and compounds (as Cr),199.7
2025/12/15,Sweden,2007,Nonylphenol and Nonylphenol ethoxylates,34.7
2025/12/15,Sweden,2010,Chromium and compounds (as Cr),63
2025/12/15,Sweden,2010,Nonylphenol and Nonylphenol ethoxylates,82
2025/12/15,Sweden,2013,Total organic carbon(as total C or COD/3) (TOC),5858400
2025/12/15,Sweden,2015,Total phosphorus,101540
2025/12/15,Sweden,2016,Total organic carbon(as total C or COD/3) (TOC),4993000
2025/12/15,Sweden,2018,Total phosphorus,96830
2025/12/15,Sweden,2019,Total organic carbon(as total C or COD/3) (TOC),6285100
2025/12/15,Sweden,2021,Arsenic and compounds (as As),10.6
2025/12/15,Sweden,2021,Total phosphorus,104480
2025/12/15,Sweden,2021,Zinc and compounds (as Zn),369
2025/12/15,Sweden,2022,Total organic carbon(as total C or COD/3) (TOC),5695200
2025/12/15,Switzerland,2008,Nonylphenol and Nonylphenol ethoxylates,1180
2025/12/15,Switzerland,2011,Nonylphenol and Nonylphenol ethoxylates,67
2025/12/15,Switzerland,2012,"1,2-dichloroethane (DCE-1,2)",107
2025/12/15,Switzerland,2014,Total organic carbon(as total C or COD/3) (TOC),9353900
2025/12/15,Switzerland,2017,Cadmium and compounds (as Cd),12
2025/12/15,Switzerland,2017,Total organic carbon(as total C or COD/3) (TOC),12194700
2025/12/15,Switzerland,2020,Cadmium and compounds (as Cd),0.0607
2025/12/15,Switzerland,2020,Total organic carbon(as total C or COD/3) (TOC),10479871
2025/12/15,Switzerland,2022,Arsenic and compounds (as As),1.52
2025/12/15,Switzerland,2022,Zinc and compounds (as Zn),904.779
2025/12/15,United Kingdom,2007,Brominated diphenylethers (PBDE),554
2025/12/15,United Kingdom,2007,Cadmium and compounds (as Cd),1087.7699999999998
2025/12/15,United Kingdom,2007,Halogenated organic compounds (as AOX),12960
2025/12/15,United Kingdom,2008,"1,2-dichloroethane (DCE-1,2)",135.9
2025/12/15,United Kingdom,2008,Polycyclic aromatic hydrocarbons (PAHs),26.41
2025/12/15,United Kingdom,2008,Trichloromethane,414.50000000000006
2025/12/15,United Kingdom,2009,Anthracene,67.62
2025/12/15,United Kingdom,2009,Dichloromethane (DCM),20031.3
2025/12/15,United Kingdom,2009,Naphthalene,3625
2025/12/15,United Kingdom,2010,Brominated diphenylethers (PBDE),4
2025/12/15,United Kingdom,2010,Cadmium and compounds (as Cd),116.65
2025/12/15,United Kingdom,2010,Hexachlorobenzene (HCB),661.8
2025/12/15,United Kingdom,2010,Phenols (as total C),135310.30000000002
2025/12/15,United Kingdom,2011,Chlorides (as total Cl),15380000
2025/12/15,United Kingdom,2011,Polycyclic aromatic hydrocarbons (PAHs),409
2025/12/15,United Kingdom,2011,Trichloromethane,39.3
2025/12/15,United Kingdom,2011,Xylenes,6784
2025/12/15,United Kingdom,2012,"1,1,1-trichloroethane (TCE-1,1,1)",1e-5
2025/12/15,United Kingdom,2012,Anthracene,64.2
2025/12/15,United Kingdom,2012,Dichloromethane (DCM),8559.3
2025/12/15,United Kingdom,2012,Methane (CH4),1e-5
2025/12/15,United Kingdom,2012,Naphthalene,7395.9
2025/12/15,United Kingdom,2012,Nitrogen oxides (NOX),1e-5
2025/12/15,United Kingdom,2012,Trichloroethylene (TRI),29.1
2025/12/15,United Kingdom,2013,Cadmium and compounds (as Cd),110.61000000000001
2025/12/15,United Kingdom,2013,Phenols (as total C),100691.4
2025/12/15,United Kingdom,2014,Chlorides (as total Cl),31860000
2025/12/15,United Kingdom,2014,Polycyclic aromatic hydrocarbons (PAHs),50
2025/12/15,United Kingdom,2014,Xylenes,10153
2025/12/15,United Kingdom,2015,Anthracene,10.5
2025/12/15,United Kingdom,2015,Dichloromethane (DCM),4272.3
2025/12/15,United Kingdom,2015,Naphthalene,6400
2025/12/15,United Kingdom,2015,Trichloroethylene (TRI),10.4
2025/12/15,United Kingdom,2016,Phenols (as total C),71521.8
2025/12/15,United Kingdom,2016,Toluene,5944
2025/12/15,United Kingdom,2017,"Benzo(g,h,i)perylene",1.6
2025/12/15,United Kingdom,2017,Chlorides (as total Cl),21900000
2025/12/15,United Kingdom,2017,Nonylphenol and Nonylphenol ethoxylates,28.62
2025/12/15,United Kingdom,2017,Polycyclic aromatic hydrocarbons (PAHs),6.36
2025/12/15,United Kingdom,2017,Xylenes,10638
2025/12/15,United Kingdom,2018,Benzene,15113
2025/12/15,United Kingdom,2018,Dichloromethane (DCM),266.7
2025/12/15,United Kingdom,2018,Naphthalene,12715
2025/12/15,United Kingdom,2019,Phenols (as total C),49795.6
2025/12/15,United Kingdom,2019,Toluene,9677
2025/12/15,Austria,2007,Benzene,14000
2025/12/15,Austria,2007,Chromium and compounds (as Cr),54.8
2025/12/15,Austria,2008,Copper and compounds (as Cu),305.3
2025/12/15,Austria,2008,Fluorides (as total F),44100
2025/12/15,Austria,2009,Cyanides (as total CN),22900
2025/12/15,Austria,2010,Chromium and compounds (as Cr),588
2025/12/15,Austria,2010,Nickel and compounds (as Ni),434.3
2025/12/15,Austria,2011,Copper and compounds (as Cu),419.5
2025/12/15,Austria,2011,Fluorides (as total F),37170
2025/12/15,Austria,2012,Cyanides (as total CN),9460
2025/12/15,Austria,2013,Chromium and compounds (as Cr),121.9
2025/12/15,Austria,2013,Nickel and compounds (as Ni),320.1
2025/12/15,Austria,2015,Cyanides (as total CN),7440
2025/12/15,Austria,2016,Nickel and compounds (as Ni),770.9
2025/12/15,Austria,2016,Total organic carbon(as total C or COD/3) (TOC),38652600
2025/12/15,Austria,2017,"1,2-dichloroethane (DCE-1,2)",404
2025/12/15,Austria,2018,Anthracene,13.85
2025/12/15,Austria,2018,Total phosphorus,207580
2025/12/15,Austria,2019,Nickel and compounds (as Ni),690.9
2025/12/15,Austria,2019,Total organic carbon(as total C or COD/3) (TOC),40783600
2025/12/15,Austria,2021,Anthracene,3.15
2025/12/15,Austria,2021,Naphthalene,261.7
2025/12/15,Austria,2021,Total phosphorus,263110
2025/12/15,Austria,2022,Total organic carbon(as total C or COD/3) (TOC),38261900
2025/12/15,Austria,2023,"1,2-dichloroethane (DCE-1,2)",316
2025/12/15,Austria,2024,Anthracene,2.22
2025/12/15,Austria,2024,Arsenic and compounds (as As),27.9
2025/12/15,Austria,2024,Naphthalene,744.3
2025/12/15,Austria,2024,Total phosphorus,313710
2025/12/15,Austria,2024,Zinc and compounds (as Zn),382791
2025/12/15,Belgium,2008,Anthracene,3.63
2025/12/15,Belgium,2008,Total phosphorus,58850
2025/12/15,Belgium,2009,Nickel and compounds (as Ni),625.8
2025/12/15,Belgium,2009,Total organic carbon(as total C or COD/3) (TOC),5323300
2025/12/15,Belgium,2011,Anthracene,2.34
2025/12/15,Belgium,2011,Arsenic and compounds (as As),98.27000000000001
2025/12/15,Belgium,2011,Naphthalene,23.1
2025/12/15,Belgium,2011,Total phosphorus,65580
2025/12/15,Belgium,2011,Zinc and compounds (as Zn),557
2025/12/15,Belgium,2012,Total organic carbon(as total C or COD/3) (TOC),3698000
2025/12/15,Belgium,2014,Arsenic and compounds (as As),30.65
2025/12/15,Belgium,2014,Total phosphorus,72980
2025/12/15,Belgium,2014,Zinc and compounds (as Zn),373
2025/12/15,Belgium,2016,Phenols (as total C),181.20000000000002
2025/12/15,Belgium,2017,Anthracene,1.87
2025/12/15,Belgium,2017,Arsenic and compounds (as As),37.400000000000006
2025/12/15,Belgium,2017,Chlorides (as total Cl),5120000
2025/12/15,Belgium,2017,Naphthalene,11.2
2025/12/15,Belgium,2017,Trichloromethane,49.3
2025/12/15,Belgium,2017,Zinc and compounds (as Zn),1762
2025/12/15,Belgium,2019,"Benzo(g,h,i)perylene",2.37
2025/12/15,Belgium,2019,Chromium and compounds (as Cr),1079
2025/12/15,Belgium,2019,Phenols (as total C),1235.8999999999999
2025/12/15,Belgium,2019,Toluene,33
2025/12/15,Belgium,2020,Arsenic and compounds (as As),17.560000000000002
2025/12/15,Belgium,2020,Chlorides (as total Cl),8880000
2025/12/15,Belgium,2020,Zinc and compounds (as Zn),631
2025/12/15,Belgium,2022,Chromium and compounds (as Cr),113
2025/12/15,Belgium,2022,Ethyl benzene,1990
2025/12/15,Belgium,2022,Phenols (as total C),591.7
2025/12/15,Belgium,2022,Toluene,20.7
2025/12/15,Belgium,2023,Chlorides (as total Cl),4610000
2025/12/15,Bulgaria,2008,Copper and compounds (as Cu),2354
2025/12/15,Bulgaria,2013,Total organic carbon(as total C or COD/3) (TOC),1594400
2025/12/15,Bulgaria,2016,Total organic carbon(as total C or COD/3) (TOC),1460500
2025/12/15,Bulgaria,2019,Total organic carbon(as total C or COD/3) (TOC),1660198
2025/12/15,Bulgaria,2021,Arsenic and compounds (as As),7
2025/12/15,Bulgaria,2021,Zinc and compounds (as Zn),2443
2025/12/15,Bulgaria,2022,Lead and compounds (as Pb),74
2025/12/15,Bulgaria,2022,Total organic carbon(as total C or COD/3) (TOC),1064867
2025/12/15,Bulgaria,2023,Phenols (as total C),4784
2025/12/15,Croatia,2015,Mercury and compounds (as Hg),1.31
2025/12/15,Croatia,2021,Mercury and compounds (as Hg),3.34
2025/12/15,Croatia,2022,Copper and compounds (as Cu),124
2025/12/15,Cyprus,2007,Nickel and compounds (as Ni),67
2025/12/15,Cyprus,2010,Nickel and compounds (as Ni),367
2025/12/15,Cyprus,2012,Total organic carbon(as total C or COD/3) (TOC),2113000
2025/12/15,Cyprus,2014,Total phosphorus,124210
2025/12/15,Cyprus,2015,Total organic carbon(as total C or COD/3) (TOC),2620300
2025/12/15,Cyprus,2017,Total phosphorus,164980
2025/12/15,Cyprus,2018,Total organic carbon(as total C or COD/3) (TOC),1502700
2025/12/15,Cyprus,2019,Total nitrogen,626600
2025/12/15,Cyprus,2022,Total nitrogen,202300
2025/12/15,Czechia,2007,Halogenated organic compounds (as AOX),20660
2025/12/15,Czechia,2007,Total phosphorus,129650
2025/12/15,Czechia,2010,Halogenated organic compounds (as AOX),17420
2025/12/15,Czechia,2010,Total phosphorus,92280
2025/12/15,Czechia,2012,Total nitrogen,897200
2025/12/15,Czechia,2013,Halogenated organic compounds (as AOX),20990
2025/12/15,Czechia,2013,Total phosphorus,164230
2025/12/15,Czechia,2015,Dichloromethane (DCM),161
2025/12/15,Czechia,2015,Total nitrogen,913300
2025/12/15,Czechia,2016,Halogenated organic compounds (as AOX),28030
2025/12/15,Czechia,2016,Tetrachloromethane (TCM),13
2025/12/15,Czechia,2017,Mercury and compounds (as Hg),23
2025/12/15,Czechia,2018,Dichloromethane (DCM),32.6
2025/12/15,Czechia,2018,Toluene,8676.005000000001
2025/12/15,Czechia,2018,Total nitrogen,985012.512
2025/12/15,Czechia,2019,Tetrachloromethane (TCM),35
2025/12/15,Czechia,2020,Benzene,622.13
2025/12/15,Czechia,2020,Mercury and compounds (as Hg),11.519687
2025/12/15,Czechia,2021,Copper and compounds (as Cu),6919.10924
2025/12/15,Czechia,2021,Dichloromethane (DCM),41.6
2025/12/15,Czechia,2021,Toluene,3918.4
2025/12/15,Czechia,2021,Total nitrogen,839698.9180999999
2025/12/15,Czechia,2022,Di-(2-ethyl hexyl) phthalate (DEHP),2.625278
2025/12/15,Czechia,2022,Tetrachloromethane (TCM),3.7500999999999998
2025/12/15,Denmark,2008,Chromium and compounds (as Cr),135
2025/12/15,Denmark,2010,Total phosphorus,165000
2025/12/15,Denmark,2011,Total organic carbon(as total C or COD/3) (TOC),5777800
2025/12/15,Denmark,2013,Total phosphorus,130180
2025/12/15,Denmark,2014,Total organic carbon(as total C or COD/3) (TOC),11167300
2025/12/15,Denmark,2016,Total phosphorus,237940
2025/12/15,Denmark,2017,Total organic carbon(as total C or COD/3) (TOC),10876500
2025/12/15,Denmark,2019,Total phosphorus,162884.07
2025/12/15,Denmark,2020,Lead and compounds (as Pb),10.552366
2025/12/15,Denmark,2021,Fluorine and inorganic compounds (as HF),36.8
2025/12/15,Denmark,2021,Non-methane volatile organic compounds (NMVOC),407
2025/12/15,Denmark,2021,Phenols (as total C),472.1493
2025/12/15,Denmark,2021,Total nitrogen,1133399.12
2025/12/15,Denmark,2022,PCDD + PCDF (dioxins + furans) (as Teq),0
2025/12/15,Denmark,2023,"1,1,1-trichloroethane (TCE-1,1,1)",0
2025/12/15,Denmark,2023,Lead and compounds (as Pb),4.969200000000001
2025/12/15,Denmark,2023,Mercury and compounds (as Hg),0.45729000000000003
2025/12/15,Denmark,2024,Non-methane volatile organic compounds (NMVOC),283
2025/12/15,Denmark,2024,Phenols (as total C),256.124
2025/12/15,Denmark,2024,Toluene,0
2025/12/15,Denmark,2024,Total nitrogen,1035741.1510000001
2025/12/15,Finland,2007,Cyanides (as total CN),5170
2025/12/15,Finland,2008,Nickel and compounds (as Ni),89
2025/12/15,Finland,2011,Nickel and compounds (as Ni),112.6
2025/12/15,Finland,2014,Nickel and compounds (as Ni),118.3
2025/12/15,Finland,2016,Zinc and compounds (as Zn),166
2025/12/15,Finland,2017,Total nitrogen,2087900
2025/12/15,Finland,2018,"1,2-dichloroethane (DCE-1,2)",27
2025/12/15,Finland,2019,Zinc and compounds (as Zn),474
2025/12/15,Finland,2020,Total nitrogen,952500
2025/12/15,Finland,2021,Phenols (as total C),33998.8
2025/12/15,Finland,2022,Zinc and compounds (as Zn),589
2025/12/15,Finland,2023,Total nitrogen,686300
2025/12/15,Finland,2024,Phenols (as total C),29566.9
2025/12/15,France,2007,Trichlorobenzenes (TCB),10
2025/12/15,France,2008,Nickel and compounds (as Ni),5161.9
2025/12/15,France,2008,Polychlorinated biphenyls (PCBs),6.65
2025/12/15,France,2009,"1,2-dichloroethane (DCE-1,2)",2232
2025/12/15,France,2009,Cadmium and compounds (as Cd),87.91999999999999
2025/12/15,France,2009,Halogenated organic compounds (as AOX),62940
2025/12/15,France,2009,Tetrachloroethylene,834.1
2025/12/15,France,2009,Total phosphorus,1029610
2025/12/15,France,2010,Naphthalene,76.6
2025/12/15,France,2011,Polychlorinated biphenyls (PCBs),0.2
2025/12/15,France,2011,Total nitrogen,2000500
2025/12/15,France,2012,"1,2-dichloroethane (DCE-1,2)",331.2
2025/12/15,France,2012,Cadmium and compounds (as Cd),16.669999999999998
2025/12/15,France,2012,Halogenated organic compounds (as AOX),4450
2025/12/15,France,2012,Tetrachloroethylene,81
2025/12/15,France,2012,Tetrachloromethane (TCM),160
2025/12/15,France,2012,Total phosphorus,517010
2025/12/15,France,2013,Zinc and compounds (as Zn),14897
2025/12/15,France,2014,Dichloromethane (DCM),3309.8
2025/12/15,France,2014,Total nitrogen,2738100
2025/12/15,France,2015,Phenols (as total C),66878.9
2025/12/15,France,2015,Tetrachloromethane (TCM),2.84
2025/12/15,France,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.00521
2025/12/15,France,2016,Trichloroethylene (TRI),150
2025/12/15,France,2016,Zinc and compounds (as Zn),5532
2025/12/15,France,2017,Dichloromethane (DCM),125.6
2025/12/15,France,2017,Total nitrogen,9437800
2025/12/15,France,2018,Cadmium and compounds (as Cd),77.5
2025/12/15,France,2018,Phenols (as total C),64116.700000000004
2025/12/15,France,2018,Tetrachloromethane (TCM),2.63
2025/12/15,France,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.008349
2025/12/15,France,2019,Zinc and compounds (as Zn),5697
2025/12/15,France,2020,Copper and compounds (as Cu),1857.400001
2025/12/15,France,2020,Dichloromethane (DCM),793.9
2025/12/15,France,2020,Isoproturon,3.19
2025/12/15,France,2020,Total nitrogen,2161200
2025/12/15,France,2021,Chromium and compounds (as Cr),18972.700000999997
2025/12/15,France,2021,Di-(2-ethyl hexyl) phthalate (DEHP),25.770001
2025/12/15,France,2021,Phenols (as total C),69921.300006
2025/12/15,France,2021,Tetrachloromethane (TCM),1.99
2025/12/15,France,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.000535
2025/12/15,France,2022,Zinc and compounds (as Zn),38133
2025/12/15,France,2023,Copper and compounds (as Cu),1456.900002
