PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,Pollutant,Releases
2025/12/15,Romania,2009,3,Mineral industry,Particulate matter (PM10),118000
2025/12/15,Romania,2013,4,Chemical industry,Non-methane volatile organic compounds (NMVOC),1280000
2025/12/15,Romania,2016,2,Production and processing of metals,Zinc and compounds (as Zn),8432
2025/12/15,Switzerland,2020,5,Waste and wastewater management,Nitrogen oxides (NOX),16
2025/12/15,Lithuania,2012,1,Energy sector,Sulphur oxides (SOX),11588000
2025/12/15,Lithuania,2016,3,Mineral industry,Chromium and compounds (as Cr),125
2025/12/15,Hungary,2013,4,Chemical industry,Vinyl chloride,5170
2025/12/15,Belgium,2011,5,Waste and wastewater management,Zinc and compounds (as Zn),545
2025/12/15,Belgium,2010,1,Energy sector,Polychlorinated biphenyls (PCBs),0.49
2025/12/15,Lithuania,2017,1,Energy sector,Particulate matter (PM10),198000
2025/12/15,Austria,2024,3,Mineral industry,Particulate matter (PM10),458000
2025/12/15,France,2016,5,Waste and wastewater management,"1,1,1-trichloroethane (TCE-1,1,1)",24900
2025/12/15,Spain,2021,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),502000
2025/12/15,France,2016,1,Energy sector,Nitrous oxide (N2O),794700
2025/12/15,Spain,2023,4,Chemical industry,Nitrogen oxides (NOX),4576000
2025/12/15,France,2014,2,Production and processing of metals,Lead and compounds (as Pb),21394
2025/12/15,Netherlands,2020,1,Energy sector,Hydro-fluorocarbons (HFCS),695
2025/12/15,France,2008,3,Mineral industry,Ammonia (NH3),766500
2025/12/15,France,2020,6,Paper and wood production and processing,Cadmium and compounds (as Cd),50.100001
2025/12/15,Sweden,2020,1,Energy sector,Carbon dioxide (CO2) excluding biomass,4999505000
2025/12/15,Italy,2008,4,Chemical industry,Dichloromethane (DCM),831060
2025/12/15,Germany,2010,9,Other activities,Non-methane volatile organic compounds (NMVOC),17769000
2025/12/15,France,2008,3,Mineral industry,Nickel and compounds (as Ni),908.6
2025/12/15,France,2016,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",228630
2025/12/15,Germany,2013,3,Mineral industry,Carbon monoxide (CO),109965000
2025/12/15,France,2024,5,Waste and wastewater management,Carbon dioxide (CO2),9743000000
2025/12/15,Italy,2009,9,Other activities,Perfluorocarbons (PFCs),9894
2025/12/15,Poland,2007,3,Mineral industry,Particulate matter (PM10),2737500
2025/12/15,France,2016,1,Energy sector,Hydrogen cyanide (HCN),95690
2025/12/15,Denmark,2023,1,Energy sector,Carbon dioxide (CO2) excluding biomass,2263676594
2025/12/15,Slovakia,2021,2,Production and processing of metals,Benzene,14700
2025/12/15,Spain,2011,2,Production and processing of metals,Carbon dioxide (CO2),7155000000
2025/12/15,Austria,2008,6,Paper and wood production and processing,Carbon dioxide (CO2),4023000000
2025/12/15,France,2014,5,Waste and wastewater management,Ammonia (NH3),143400
2025/12/15,United Kingdom,2010,5,Waste and wastewater management,Nitrogen oxides (NOX),33363000
2025/12/15,France,2012,4,Chemical industry,Copper and compounds (as Cu),1441
2025/12/15,Romania,2007,2,Production and processing of metals,Cadmium and compounds (as Cd),78.5
2025/12/15,Bulgaria,2017,4,Chemical industry,Carbon monoxide (CO),12700000
2025/12/15,Italy,2007,1,Energy sector,Zinc and compounds (as Zn),25774
2025/12/15,United Kingdom,2013,1,Energy sector,Non-methane volatile organic compounds (NMVOC),63573000
2025/12/15,Estonia,2021,7,Intensive livestock production and aquaculture,Methane (CH4),253000
2025/12/15,Belgium,2011,4,Chemical industry,PCDD + PCDF (dioxins + furans) (as Teq),0.003731
2025/12/15,Finland,2014,1,Energy sector,Benzene,25200
2025/12/15,Germany,2011,2,Production and processing of metals,Particulate matter (PM10),4796800
2025/12/15,Norway,2007,5,Waste and wastewater management,Fluorides (as total F),64.1
2025/12/15,Belgium,2010,4,Chemical industry,Trichloromethane,14460
2025/12/15,Spain,2008,1,Energy sector,Zinc and compounds (as Zn),11288
2025/12/15,Spain,2024,1,Energy sector,Carbon dioxide (CO2),35464000000
2025/12/15,Finland,2014,5,Waste and wastewater management,Dichloromethane (DCM),1950
2025/12/15,Czechia,2022,8,Animal and vegetable products from the food and beverage sector,Mercury and compounds (as Hg),11.3732
2025/12/15,Netherlands,2009,5,Waste and wastewater management,Chlorofluorocarbons (CFCs),3679.26
2025/12/15,Romania,2007,3,Mineral industry,Carbon monoxide (CO),4020000
2025/12/15,Poland,2019,3,Mineral industry,Chromium and compounds (as Cr),670
2025/12/15,France,2017,4,Chemical industry,Ammonia (NH3),3644500
2025/12/15,Hungary,2017,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),288000
2025/12/15,Germany,2012,5,Waste and wastewater management,Zinc and compounds (as Zn),1338
2025/12/15,France,2007,5,Waste and wastewater management,Methane (CH4),114358000
2025/12/15,Sweden,2014,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),5
2025/12/15,Germany,2007,2,Production and processing of metals,Copper and compounds (as Cu),23067
2025/12/15,France,2007,1,Energy sector,Nickel and compounds (as Ni),47606.7
2025/12/15,Czechia,2008,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),84
2025/12/15,Czechia,2019,4,Chemical industry,Carbon dioxide (CO2) excluding biomass,4914334064
2025/12/15,France,2022,1,Energy sector,Copper and compounds (as Cu),334
2025/12/15,Czechia,2019,1,Energy sector,Cadmium and compounds (as Cd),127.52023
2025/12/15,Sweden,2009,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),328
2025/12/15,United Kingdom,2015,3,Mineral industry,Particulate matter (PM10),808300
2025/12/15,Hungary,2017,1,Energy sector,Carbon monoxide (CO),1392000
2025/12/15,Austria,2022,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),125000
2025/12/15,Serbia,2024,5,Waste and wastewater management,Nitrogen oxides (NOX),136000
2025/12/15,Poland,2010,4,Chemical industry,Carbon dioxide (CO2),7114000000
2025/12/15,Portugal,2018,3,Mineral industry,Carbon monoxide (CO),12556000
2025/12/15,Sweden,2008,2,Production and processing of metals,Naphthalene,17148
2025/12/15,France,2013,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),3198000
2025/12/15,Netherlands,2013,1,Energy sector,Hydrochlorofluorocarbons (HCFCs),271.75
2025/12/15,Poland,2012,4,Chemical industry,Hydro-fluorocarbons (HFCS),627
2025/12/15,Belgium,2008,4,Chemical industry,Nitrous oxide (N2O),6181300
2025/12/15,Czechia,2010,4,Chemical industry,Di-(2-ethyl hexyl) phthalate (DEHP),54
2025/12/15,Czechia,2018,,,Hydro-fluorocarbons (HFCS),6731.513
2025/12/15,Denmark,2021,3,Mineral industry,Chlorine and inorganic compounds (as HCl),14918
2025/12/15,Belgium,2024,6,Paper and wood production and processing,Nitrogen oxides (NOX),1372000
2025/12/15,France,2022,,,Carbon dioxide (CO2),218000000
2025/12/15,Portugal,2019,8,Animal and vegetable products from the food and beverage sector,Non-methane volatile organic compounds (NMVOC),638000
2025/12/15,United Kingdom,2013,6,Paper and wood production and processing,Cadmium and compounds (as Cd),29.2
2025/12/15,Netherlands,2010,3,Mineral industry,Nitrogen oxides (NOX),2886000
2025/12/15,Czechia,2011,1,Energy sector,Sulphur oxides (SOX),110034000
2025/12/15,Poland,2015,1,Energy sector,Nitrous oxide (N2O),2483200
2025/12/15,Netherlands,2012,4,Chemical industry,Chlorofluorocarbons (CFCs),3291.3
2025/12/15,Portugal,2020,6,Paper and wood production and processing,Arsenic and compounds (as As),88.80000000000001
2025/12/15,France,2018,4,Chemical industry,Zinc and compounds (as Zn),11047
2025/12/15,Greece,2012,1,Energy sector,Nickel and compounds (as Ni),45250
2025/12/15,Belgium,2022,4,Chemical industry,Trichloromethane,15626
2025/12/15,Finland,2007,1,Energy sector,Nitrogen oxides (NOX),42848000
2025/12/15,Hungary,2018,1,Energy sector,Chlorine and inorganic compounds (as HCl),103000
2025/12/15,France,2008,5,Waste and wastewater management,Zinc and compounds (as Zn),4365
2025/12/15,Romania,2016,1,Energy sector,Nitrogen oxides (NOX),30269000
2025/12/15,Belgium,2014,2,Production and processing of metals,Ammonia (NH3),47000
2025/12/15,Italy,2009,2,Production and processing of metals,Perfluorocarbons (PFCs),21460
2025/12/15,Netherlands,2023,1,Energy sector,Non-methane volatile organic compounds (NMVOC),2020000
2025/12/15,Netherlands,2011,1,Energy sector,Carbon monoxide (CO),7860000
2025/12/15,Austria,2024,4,Chemical industry,Hydro-fluorocarbons (HFCS),475
2025/12/15,Romania,2011,2,Production and processing of metals,Sulphur oxides (SOX),2744000
2025/12/15,Belgium,2014,2,Production and processing of metals,Nickel and compounds (as Ni),1037.2
2025/12/15,Germany,2014,1,Energy sector,Hydro-fluorocarbons (HFCS),1192
2025/12/15,Switzerland,2009,3,Mineral industry,Chromium and compounds (as Cr),368
2025/12/15,Poland,2021,5,Waste and wastewater management,Cadmium and compounds (as Cd),21
2025/12/15,Denmark,2010,3,Mineral industry,Nitrogen oxides (NOX),2341000
2025/12/15,Sweden,2011,2,Production and processing of metals,Non-methane volatile organic compounds (NMVOC),242000
2025/12/15,Poland,2011,3,Mineral industry,Methane (CH4),464820000
2025/12/15,Sweden,2007,6,Paper and wood production and processing,Nitrogen oxides (NOX),13124000
2025/12/15,Ireland,2020,3,Mineral industry,Methane (CH4),212880
2025/12/15,Estonia,2009,3,Mineral industry,Nitrogen oxides (NOX),448000
2025/12/15,Portugal,2009,1,Energy sector,Copper and compounds (as Cu),3114
2025/12/15,France,2019,2,Production and processing of metals,Benzene,54010
2025/12/15,United Kingdom,2012,3,Mineral industry,Nitrous oxide (N2O),460900
2025/12/15,France,2021,4,Chemical industry,Chlorofluorocarbons (CFCs),68.800003
2025/12/15,Austria,2020,3,Mineral industry,Nitrogen oxides (NOX),3111000
2025/12/15,Sweden,2020,3,Mineral industry,Copper and compounds (as Cu),196
2025/12/15,France,2014,5,Waste and wastewater management,Nickel and compounds (as Ni),168.9
2025/12/15,Netherlands,2013,4,Chemical industry,Nitrogen oxides (NOX),8394000
2025/12/15,France,2024,1,Energy sector,Sulphur oxides (SOX),20012000
2025/12/15,Poland,2023,4,Chemical industry,Dichloromethane (DCM),49260
2025/12/15,Poland,2012,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),4005000
2025/12/15,Poland,2018,6,Paper and wood production and processing,Chromium and compounds (as Cr),344
2025/12/15,Slovenia,2008,3,Mineral industry,Carbon dioxide (CO2) excluding biomass,608000000
2025/12/15,France,2007,1,Energy sector,Ammonia (NH3),86800
2025/12/15,Germany,2024,2,Production and processing of metals,Copper and compounds (as Cu),5620
2025/12/15,Spain,2023,4,Chemical industry,Polycyclic aromatic hydrocarbons (PAHs),258
2025/12/15,Italy,2021,4,Chemical industry,Zinc and compounds (as Zn),880.54
2025/12/15,Denmark,2012,1,Energy sector,Nitrous oxide (N2O),96200
2025/12/15,Czechia,2013,4,Chemical industry,Hydrochlorofluorocarbons (HCFCs),283
2025/12/15,Portugal,2009,5,Waste and wastewater management,Nickel and compounds (as Ni),64
2025/12/15,Czechia,2012,3,Mineral industry,Carbon dioxide (CO2),3560000000
2025/12/15,Austria,2010,8,Animal and vegetable products from the food and beverage sector,Nitrogen oxides (NOX),107000
2025/12/15,France,2008,4,Chemical industry,Fluorine and inorganic compounds (as HF),237000
2025/12/15,Finland,2013,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),314000
2025/12/15,Portugal,2017,6,Paper and wood production and processing,Hydro-fluorocarbons (HFCS),340
2025/12/15,United Kingdom,2009,2,Production and processing of metals,Nitrous oxide (N2O),110800
2025/12/15,Slovakia,2017,6,Paper and wood production and processing,Sulphur oxides (SOX),200000
2025/12/15,Latvia,2013,3,Mineral industry,Fluorine and inorganic compounds (as HF),10700
2025/12/15,Norway,2011,9,Other activities,Sulphur oxides (SOX),432000
2025/12/15,Belgium,2011,1,Energy sector,Non-methane volatile organic compounds (NMVOC),2844000
2025/12/15,Greece,2014,3,Mineral industry,Hydrogen cyanide (HCN),245
2025/12/15,Netherlands,2007,5,Waste and wastewater management,Dichloromethane (DCM),8540
2025/12/15,Slovenia,2019,9,Other activities,Non-methane volatile organic compounds (NMVOC),818618
2025/12/15,Netherlands,2013,8,Animal and vegetable products from the food and beverage sector,Chlorofluorocarbons (CFCs),3900
2025/12/15,Portugal,2020,2,Production and processing of metals,PCDD + PCDF (dioxins + furans) (as Teq),0.0008680000000000001
2025/12/15,Italy,2023,6,Paper and wood production and processing,Zinc and compounds (as Zn),2385.3
2025/12/15,Netherlands,2021,3,Mineral industry,Chlorine and inorganic compounds (as HCl),43600
2025/12/15,Denmark,2007,1,Energy sector,Carbon dioxide (CO2),19124000000
2025/12/15,Cyprus,2023,1,Energy sector,Carbon dioxide (CO2),3000000000
2025/12/15,Malta,2010,1,Energy sector,Nickel and compounds (as Ni),5320
2025/12/15,Austria,2017,5,Waste and wastewater management,Nitrous oxide (N2O),25000
2025/12/15,Hungary,2014,5,Waste and wastewater management,Nitrogen oxides (NOX),265000
2025/12/15,Hungary,2017,4,Chemical industry,Particulate matter (PM10),150000
2025/12/15,Switzerland,2015,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),431000
2025/12/15,France,2023,3,Mineral industry,Copper and compounds (as Cu),117
2025/12/15,Croatia,2021,1,Energy sector,Particulate matter (PM10),95500
2025/12/15,Belgium,2022,1,Energy sector,Chlorine and inorganic compounds (as HCl),12000
2025/12/15,Germany,2021,6,Paper and wood production and processing,Methane (CH4),112000
2025/12/15,Germany,2024,8,Animal and vegetable products from the food and beverage sector,Sulphur oxides (SOX),264000
2025/12/15,Romania,2022,6,Paper and wood production and processing,PCDD + PCDF (dioxins + furans) (as Teq),0.00016
2025/12/15,Portugal,2022,4,Chemical industry,Nitrogen oxides (NOX),600000
2025/12/15,Switzerland,2015,3,Mineral industry,Sulphur oxides (SOX),984000
2025/12/15,Spain,2021,1,Energy sector,Naphthalene,224
2025/12/15,Luxembourg,2015,2,Production and processing of metals,Carbon monoxide (CO),3270000
2025/12/15,Switzerland,2013,5,Waste and wastewater management,Nitrogen oxides (NOX),102000
2025/12/15,Germany,2010,2,Production and processing of metals,Naphthalene,121
2025/12/15,Netherlands,2017,2,Production and processing of metals,Particulate matter (PM10),764700
2025/12/15,Switzerland,2022,4,Chemical industry,Ammonia (NH3),71.2
2025/12/15,Lithuania,2011,3,Mineral industry,Sulphur oxides (SOX),314000
2025/12/15,Portugal,2014,5,Waste and wastewater management,Nitrogen oxides (NOX),617000
2025/12/15,Denmark,2023,8,Animal and vegetable products from the food and beverage sector,Hydro-fluorocarbons (HFCS),10.5
2025/12/15,Cyprus,2021,1,Energy sector,Cadmium and compounds (as Cd),17.6
2025/12/15,Lithuania,2015,9,Other activities,Copper and compounds (as Cu),1180
2025/12/15,Poland,2017,3,Mineral industry,Non-methane volatile organic compounds (NMVOC),1075000
2025/12/15,Poland,2009,5,Waste and wastewater management,Copper and compounds (as Cu),311
2025/12/15,Serbia,2018,6,Paper and wood production and processing,Sulphur oxides (SOX),232000
2025/12/15,Denmark,2008,3,Mineral industry,Hydrogen cyanide (HCN),1174
2025/12/15,Sweden,2010,2,Production and processing of metals,Perfluorocarbons (PFCs),17000
2025/12/15,Belgium,2023,6,Paper and wood production and processing,Polycyclic aromatic hydrocarbons (PAHs),116
2025/12/15,Denmark,2009,3,Mineral industry,Carbon dioxide (CO2),1510000000
2025/12/15,Switzerland,2022,9,Other activities,Sulphur oxides (SOX),290000
2025/12/15,Portugal,2009,1,Energy sector,Carbon monoxide (CO),1614000
2025/12/15,Finland,2017,6,Paper and wood production and processing,Carbon monoxide (CO),1116000
2025/12/15,Belgium,2011,2,Production and processing of metals,Nitrous oxide (N2O),432000
2025/12/15,Lithuania,2022,8,Animal and vegetable products from the food and beverage sector,Carbon dioxide (CO2),132000000
2025/12/15,Czechia,2022,9,Other activities,Di-(2-ethyl hexyl) phthalate (DEHP),1.02
2025/12/15,France,2009,4,Chemical industry,Mercury and compounds (as Hg),663.6999999999999
2025/12/15,Poland,2018,1,Energy sector,Nickel and compounds (as Ni),12064.800000000001
2025/12/15,Denmark,2018,4,Chemical industry,Nitrogen oxides (NOX),40857
2025/12/15,United Kingdom,2014,4,Chemical industry,Tetrachloromethane (TCM),6607
2025/12/15,Sweden,2019,6,Paper and wood production and processing,Nitrogen oxides (NOX),13344000
2025/12/15,Netherlands,2021,2,Production and processing of metals,Mercury and compounds (as Hg),57.1
2025/12/15,Netherlands,2019,4,Chemical industry,Sulphur oxides (SOX),995000
2025/12/15,France,2016,,,Non-methane volatile organic compounds (NMVOC),1307000
2025/12/15,Poland,2021,6,Paper and wood production and processing,Non-methane volatile organic compounds (NMVOC),2922000
2025/12/15,Denmark,2018,1,Energy sector,Non-methane volatile organic compounds (NMVOC),1618337
2025/12/15,Netherlands,2019,2,Production and processing of metals,Sulphur oxides (SOX),5131000
2025/12/15,France,2015,5,Waste and wastewater management,Nitrogen oxides (NOX),3212000
2025/12/15,Sweden,2020,5,Waste and wastewater management,Methane (CH4),7579000
2025/12/15,Czechia,2021,4,Chemical industry,"1,2-dichloroethane (DCE-1,2)",1934
2025/12/15,Italy,2011,1,Energy sector,Sulphur oxides (SOX),71546000
2025/12/15,Lithuania,2008,1,Energy sector,Sulphur oxides (SOX),13582000
2025/12/15,Denmark,2023,1,Energy sector,Sulphur oxides (SOX),2916240.6547520002
2025/12/15,Portugal,2024,5,Waste and wastewater management,Nitrous oxide (N2O),70500
2025/12/15,Denmark,2018,5,Waste and wastewater management,Chlorine and inorganic compounds (as HCl),4728.2
