country_code,year,verified_emissions_t,log_emissions,d_log_emissions,dii_high_share_manufacturing,dii_version,dii_high_share_d35,dii_high_share_c_or_d35,eibis_digital_multi,gdp_per_capita,d_log_gdp_per_capita,energy_import_dependency_pct,eu_accession_cohort,dii_version_break_vs_prior_year
AT,2021,28704509.0,17.172564776403615,0.06071666298608136,0.2748,3,,0.2748,,44580.0,0.044258054020035686,51.952,EU-15,True
AT,2022,26626257.0,17.097408392147052,-0.07515638425656235,0.3604,4,,0.3604,,46430.0,0.040660474074107,73.986,EU-15,True
AT,2023,24413340.0,17.010640262177258,-0.08676812996979422,0.2854,3,,0.2854,0.56,45670.0,-0.016504174834922836,60.317,EU-15,True
AT,2024,23923093.0,16.99035478470747,-0.020285477469787594,0.4034,4,,0.4034,0.6,45140.0,-0.01167285580751809,53.325,EU-15,True
AT,2025,25580873.0,17.057355481757792,0.06700069705032163,0.3876,3,,0.3876,0.6,45390.0,0.005523045078984268,,EU-15,True
BE,2005,55363232.0,17.829426249072444,,,,,,,38100.0,0.017474630523263812,79.912,EU-15,True
BE,2006,54775326.0,17.818750395048358,-0.010675854024086107,,,,,,38810.0,0.01846366324815918,79.486,EU-15,True
BE,2007,52795333.0,17.781933354618335,-0.036817040430022985,,,,,,39950.0,0.02895072683146971,76.882,EU-15,True
BE,2008,55462027.0,17.83120914634806,0.049275791729723295,,,,,,39810.0,-0.0035105352000588397,80.846,EU-15,True
BE,2009,46206938.0,17.64864051793728,-0.18256862841077748,,,,,,38740.0,-0.027245479033375375,75.921,EU-15,True
